Time(h),Cell volume(nL),Cell counts
0.6920000000000001,-0.006920000000000001,17608.88207146495
0.6930000000000001,-0.00693,11634.882210959826
0.6940000000000001,-0.006940000000000001,14147.157150365607
0.6950000000000001,-0.0069500000000000004,14962.813583422378
0.6960000000000001,-0.006960000000000001,13246.277037346805
0.6970000000000001,-0.0069700000000000005,2930.129180415587
0.6980000000000001,-0.006980000000000001,13483.520319233498
0.6990000000000001,-0.0069900000000000006,15280.435307675825
0.7000000000000001,-0.007000000000000001,14006.99378556087
0.7010000000000001,-0.007010000000000001,9582.4465508589
0.7020000000000001,-0.007020000000000001,6840.553380510638
0.7030000000000001,-0.007030000000000001,13483.242156369186
0.704,-0.007039999999999999,9552.51918841532
0.705,-0.00705,13653.409080976324
0.706,-0.0070599999999999994,9504.732182520356
0.707,-0.00707,14197.857671570622
0.708,-0.0070799999999999995,12115.02886919823
0.709,-0.00709,14096.601926098288
0.71,-0.0070999999999999995,9648.035334851229
0.711,-0.00711,10803.63909367329
0.712,-0.00712,8013.607318457797
0.713,-0.00713,13984.129865742114
0.714,-0.00714,12014.03046583824
0.715,-0.00715,12980.868024419458
0.716,-0.00716,16604.06482936522
0.717,-0.00717,14518.884315866835
0.718,-0.00718,10624.12112925907
0.719,-0.00719,4339.0852621784115
0.72,-0.0072,14540.847811394204
0.721,-0.00721,8217.012588703774
0.722,-0.00722,7480.475166541654
0.723,-0.00723,6648.98125510374
0.724,-0.00724,16869.27567196883
0.725,-0.0072499999999999995,18170.593273165065
0.726,-0.00726,12127.436353672214
0.727,-0.0072699999999999996,6996.96780262014
0.728,-0.00728,11279.57316763617
0.729,-0.00729,8605.836451647165
0.73,-0.0073,12334.907034220496
0.731,-0.00731,12199.110316298278
0.732,-0.00732,16226.669782939098
0.733,-0.00733,11797.686874345676
0.734,-0.00734,14136.34263123912
0.735,-0.00735,17023.896183360423
0.736,-0.00736,13930.919537766084
0.737,-0.00737,10524.055010716032
0.738,-0.00738,14735.144089990676
0.739,-0.00739,10931.65627805462
0.74,-0.0074,12560.76042227761
0.741,-0.00741,9319.047506667577
0.742,-0.00742,10948.385143228226
0.743,-0.00743,9790.98442565883
0.744,-0.00744,14971.432601367778
0.745,-0.00745,11860.832784498642
0.746,-0.0074600000000000005,14755.127836360538
0.747,-0.00747,14764.628313274558
0.748,-0.0074800000000000005,15781.180144330947
0.749,-0.00749,7849.662180168602
0.75,-0.0075,10996.381214328472
0.751,-0.00751,19957.910257220126
0.752,-0.00752,17430.251645448643
0.753,-0.00753,15477.13291312133
0.754,-0.00754,12131.693883550657
0.755,-0.00755,12240.07498686531
0.756,-0.00756,13941.647968640505
0.757,-0.00757,8870.049038602896
0.758,-0.00758,11813.325168843467
0.759,-0.00759,14133.184599036424
0.76,-0.0076,15440.427989417862
0.761,-0.0076100000000000004,8602.925967620766
0.762,-0.00762,15884.492603945655
0.763,-0.0076300000000000005,12268.079476866165
0.764,-0.00764,12934.491225095293
0.765,-0.0076500000000000005,16369.089210940778
0.766,-0.00766,15955.912604748532
0.767,-0.007670000000000001,11327.484713853175
0.768,-0.00768,13510.725056388272
0.769,-0.007690000000000001,9409.232648965339
0.77,-0.0077,16124.986257805367
0.771,-0.007710000000000001,8015.222350316247
0.772,-0.00772,15621.772278775246
0.773,-0.007730000000000001,18075.49792640965
0.774,-0.00774,13497.345847671577
0.775,-0.007750000000000001,13339.895798989864
0.776,-0.00776,15053.171063524087
0.777,-0.00777,13249.024788526767
0.778,-0.0077800000000000005,10099.455352674377
0.779,-0.00779,16353.328714942712
0.78,-0.0078000000000000005,6301.110022711013
0.781,-0.00781,14142.050155688557
0.782,-0.00782,11705.013508501512
0.783,-0.00783,12111.221847018598
0.784,-0.00784,18654.454947893526
0.785,-0.007850000000000001,15155.458092218338
0.786,-0.00786,17017.841059027047
0.787,-0.00787,8863.912498050553
0.788,-0.00788,12570.778798766894
0.789,-0.007890000000000001,12052.803910504017
0.79,-0.0079,9515.985532101908
0.791,-0.00791,13002.76867175256
0.792,-0.00792,12076.788805155065
0.793,-0.007930000000000001,13363.261089745814
0.794,-0.007940000000000001,13359.867148872103
0.795,-0.00795,13069.54295746273
0.796,-0.00796,8696.23560925126
0.797,-0.007970000000000001,15745.158100260542
0.798,-0.007980000000000001,12850.41689282398
0.799,-0.00799,14534.181267864347
0.8,-0.008,8570.21810137028
0.801,-0.00801,11226.493268841206
0.802,-0.008020000000000001,11812.971334431593
0.803,-0.00803,9279.415067405595
0.804,-0.00804,10598.107719829195
0.805,-0.00805,12391.275859936255
0.806,-0.008060000000000001,14033.831747707583
0.807,-0.00807,14610.89052943663
0.808,-0.00808,11722.596953583858
0.809,-0.00809,10678.196966030337
0.81,-0.008100000000000001,8114.744751271804
0.811,-0.008110000000000001,8728.008010493944
0.812,-0.00812,14359.08900295598
0.8130000000000001,-0.00813,12932.684723710941
0.8140000000000001,-0.008140000000000001,12174.451589474604
0.8150000000000001,-0.008150000000000001,12498.72160284274
0.8160000000000001,-0.00816,12491.531841795819
0.8170000000000001,-0.00817,15006.797730403136
0.8180000000000001,-0.008180000000000002,9002.092627961789
0.8190000000000001,-0.008190000000000001,9075.995091993991
0.8200000000000001,-0.0082,16792.577813788437
0.8210000000000001,-0.00821,8285.09322536612
0.8220000000000001,-0.008220000000000002,13256.803678083063
0.8230000000000001,-0.008230000000000001,13591.367266140782
0.8240000000000001,-0.00824,15224.240161621716
0.8250000000000001,-0.00825,10305.583675163789
0.8260000000000001,-0.00826,5460.52066538903
0.8270000000000001,-0.008270000000000001,14735.26466645259
0.8280000000000001,-0.008280000000000001,12404.905717686126
0.8290000000000001,-0.00829,18435.248232630136
0.8300000000000001,-0.0083,12713.60901162201
0.8310000000000001,-0.008310000000000001,16421.321906876907
0.8320000000000001,-0.008320000000000001,7390.539271741013
0.833,-0.00833,14839.897998220738
0.834,-0.00834,15563.50172286568
0.835,-0.00835,14964.398669447985
0.836,-0.00836,13634.236499246474
0.837,-0.00837,15039.033945456495
0.838,-0.00838,9937.564693305301
0.839,-0.00839,8329.463107679985
0.84,-0.0084,12433.238909487067
0.841,-0.008409999999999999,14195.286370944401
0.842,-0.00842,0.0
0.843,-0.00843,10226.395748881912
0.844,-0.00844,11801.120561639575
0.845,-0.00845,14552.926439263783
0.846,-0.00846,10024.070268029423
0.847,-0.00847,12327.756648587309
0.848,-0.00848,11238.473126609457
0.849,-0.00849,11812.562245516034
0.85,-0.0085,12522.575943736221
0.851,-0.00851,15860.044680481451
0.852,-0.00852,16996.062453323735
0.853,-0.00853,16103.181000763661
0.854,-0.00854,11520.146394664604
0.855,-0.00855,13358.445034872659
0.856,-0.00856,11424.88646763593
0.857,-0.00857,18288.23624621519
0.858,-0.00858,8583.915763509312
0.859,-0.00859,6571.051403834853
0.86,-0.0086,13197.856729853469
0.861,-0.00861,6149.396647832917
0.862,-0.008620000000000001,10820.70231674446
0.863,-0.00863,10375.638840871597
0.864,-0.00864,10618.859059273671
0.865,-0.00865,12818.326844497373
0.866,-0.00866,14819.12989200136
0.867,-0.00867,8122.335961680953
0.868,-0.00868,11963.182951283019
0.869,-0.00869,12550.228874000592
0.87,-0.0087,11000.260438238267
0.871,-0.00871,7354.021205709071
0.872,-0.00872,18464.94788433329
0.873,-0.00873,15767.163635440524
0.874,-0.00874,15461.506575318283
0.875,-0.00875,16369.105448269323
0.876,-0.00876,12023.098383268045
0.877,-0.00877,7193.908564405764
0.878,-0.00878,11700.411522850329
0.879,-0.008790000000000001,11834.326689176141
0.88,-0.0088,12267.85799551057
0.881,-0.00881,11018.255547206016
0.882,-0.00882,12578.926728898477
0.883,-0.008830000000000001,10294.54442296764
0.884,-0.00884,10931.678399093893
0.885,-0.00885,21030.084427015503
0.886,-0.00886,11962.275955088182
0.887,-0.008870000000000001,8696.972832428031
0.888,-0.00888,8625.558761342447
0.889,-0.00889,11498.453044049787
0.89,-0.0089,15878.518665532838
0.891,-0.00891,11458.46643441995
0.892,-0.00892,12640.838697941039
0.893,-0.00893,6233.556801213952
0.894,-0.00894,15397.560753627093
0.895,-0.00895,14056.472140766457
0.896,-0.008960000000000001,14380.253439644672
0.897,-0.00897,13345.743370239365
0.898,-0.00898,9196.444421111619
0.899,-0.00899,12208.415617309505
0.9,-0.009000000000000001,14049.161619213288
0.901,-0.00901,7442.857839909541
0.902,-0.00902,13487.886049811972
0.903,-0.00903,15180.578180246519
0.904,-0.009040000000000001,11899.673992622551
0.905,-0.00905,12290.347818225178
0.906,-0.00906,10668.991764155724
0.907,-0.00907,14326.56537659547
0.908,-0.009080000000000001,12302.823900249237
0.909,-0.00909,11673.894703882414
0.91,-0.0091,9562.974373693309
0.911,-0.00911,8167.946386637765
0.912,-0.009120000000000001,10676.718839671146
0.913,-0.009130000000000001,9293.496914221972
0.914,-0.00914,8508.966575108305
0.915,-0.00915,8082.156344223138
0.916,-0.00916,16390.36076192815
0.917,-0.009170000000000001,7915.599659015696
0.918,-0.00918,9995.504031752143
0.919,-0.00919,11982.82531124801
0.92,-0.0092,12041.370584592438
0.921,-0.009210000000000001,16135.064353654772
0.922,-0.00922,15957.47864444704
0.923,-0.00923,7978.752156754222
0.924,-0.00924,9367.554820083891
0.925,-0.009250000000000001,10775.954877632992
0.926,-0.009260000000000001,14096.106883654726
0.927,-0.00927,9715.111605177734
0.928,-0.00928,8831.769168159577
0.929,-0.009290000000000001,16224.399615316308
0.93,-0.009300000000000001,7935.704648593114
0.931,-0.00931,10566.466508438882
0.932,-0.00932,14784.116775344606
0.933,-0.009330000000000001,19804.852363236718
0.934,-0.009340000000000001,10254.554736262231
0.935,-0.00935,11708.314716746876
0.936,-0.00936,12942.552019628445
0.937,-0.009370000000000002,13747.843638208265
0.9380000000000001,-0.009380000000000001,13976.134408969034
0.9390000000000001,-0.00939,9076.393527334332
0.9400000000000001,-0.0094,15409.171603248009
0.9410000000000001,-0.00941,7875.695124108015
0.9420000000000001,-0.009420000000000001,14842.703588825278
0.9430000000000001,-0.009430000000000001,11256.248507891318
0.9440000000000001,-0.00944,15589.133839052793
0.9450000000000001,-0.00945,8898.719507035037
0.9460000000000001,-0.009460000000000001,18372.653739152753
0.9470000000000001,-0.009470000000000001,5990.227121917197
0.9480000000000001,-0.00948,12422.315919317185
0.9490000000000001,-0.00949,12679.865778712756
0.9500000000000001,-0.009500000000000001,9724.060905316048
0.9510000000000001,-0.009510000000000001,13988.324541490761
0.9520000000000001,-0.00952,10779.960247883644
0.9530000000000001,-0.00953,11798.722125622593
0.9540000000000001,-0.009540000000000002,13814.468148650107
0.9550000000000001,-0.009550000000000001,16861.261876968267
0.9560000000000001,-0.00956,15542.936138866924
0.9570000000000001,-0.00957,11464.695716371487
0.9580000000000001,-0.009580000000000002,12402.083018152454
0.9590000000000001,-0.009590000000000001,13571.719306216068
0.96,-0.0096,13324.670151512097
0.961,-0.00961,15361.888376221523
0.962,-0.00962,9032.64855876588
0.963,-0.00963,8701.594999159086
0.964,-0.00964,12315.78336487753
0.965,-0.00965,18170.710652761136
0.966,-0.00966,11524.161469414243
0.967,-0.00967,15447.094016418492
0.968,-0.00968,13275.779289403463
0.969,-0.00969,12777.833262006923
0.97,-0.0097,14073.38989914154
0.971,-0.00971,13995.627279940589
0.972,-0.00972,20186.803704056845
0.973,-0.00973,13776.168904263413
0.974,-0.00974,14676.471186504908
0.975,-0.00975,15636.455502909359
0.976,-0.00976,17883.600064126484
0.977,-0.00977,6150.684405350013
0.978,-0.00978,7535.300199945942
0.979,-0.00979,13999.104651604877
0.98,-0.0098,14459.694920755297
0.981,-0.00981,13915.003423448636
0.982,-0.00982,17878.50357431738
0.983,-0.00983,17858.205623553575
0.984,-0.00984,10737.428084086672
0.985,-0.00985,15301.834700148376
0.986,-0.00986,13226.699060210965
0.987,-0.00987,11195.708181067423
0.988,-0.00988,10436.95203659002
0.989,-0.00989,7435.235702584668
0.99,-0.0099,13019.513462100014
0.991,-0.00991,9233.92706640637
0.992,-0.00992,11055.953747253494
0.993,-0.00993,6887.987788053901
0.994,-0.009940000000000001,13641.999426745539
0.995,-0.00995,13122.832646570982
0.996,-0.00996,17140.011786655945
0.997,-0.00997,12136.532819738843
0.998,-0.009980000000000001,10471.635402322603
0.999,-0.00999,12362.351958817238
1.0,-0.01,7565.19224987187
1.0010000000000001,-0.010010000000000002,12980.822622274409
1.002,-0.01002,10392.9883582058
1.0030000000000001,-0.01003,10719.196433167492
1.004,-0.01004,12773.188991405055
1.0050000000000001,-0.010050000000000002,16059.078394884878
1.006,-0.01006,10860.321220900121
1.0070000000000001,-0.01007,12565.256446804402
1.008,-0.01008,16733.46281655707
1.0090000000000001,-0.010090000000000002,12163.657302037134
1.01,-0.0101,14579.867760636906
1.0110000000000001,-0.010110000000000001,14237.904187632867
1.012,-0.01012,12521.827633873634
1.0130000000000001,-0.010130000000000002,15597.483217453955
1.014,-0.01014,13106.086518340553
1.0150000000000001,-0.010150000000000001,15280.798841451819
1.016,-0.01016,12422.816477878918
1.0170000000000001,-0.010170000000000002,13757.366977973035
1.018,-0.01018,9555.3803286177
1.0190000000000001,-0.010190000000000001,14459.640806990845
1.02,-0.0102,6834.828092812392
1.0210000000000001,-0.010210000000000002,16828.28628124253
1.022,-0.01022,10152.489647637147
1.0230000000000001,-0.010230000000000001,6102.838225076509
1.024,-0.01024,14415.445132073106
1.025,-0.010249999999999999,7544.591951569256
1.026,-0.01026,10040.761909739802
1.027,-0.01027,7645.641884343672
1.028,-0.010280000000000001,15354.230475689872
1.029,-0.010289999999999999,14874.788800108
1.03,-0.0103,12144.572597447715
1.031,-0.01031,8262.46481522806
1.032,-0.010320000000000001,12866.375649413574
1.033,-0.010329999999999999,10222.15236953911
1.034,-0.01034,11747.369552345048
1.035,-0.01035,18815.268370218277
1.036,-0.010360000000000001,12721.190440983442
1.037,-0.010369999999999999,9629.360060961246
1.038,-0.01038,11605.153156734947
1.039,-0.01039,7335.618850696039
1.04,-0.010400000000000001,9862.548852694674
1.041,-0.010409999999999999,13011.88842484558
1.042,-0.01042,8521.612839593026
1.043,-0.01043,14084.88502702266
1.044,-0.010440000000000001,14016.959654988681
1.045,-0.01045,13581.9034486638
1.046,-0.01046,13111.263779691315
1.047,-0.01047,10536.046755631776
1.048,-0.010480000000000001,12398.504893483288
1.049,-0.01049,6505.904549818382
1.05,-0.0105,14376.20719665437
1.051,-0.01051,12319.490970184645
1.052,-0.01052,15180.760163265364
1.053,-0.01053,14405.77235657613
1.054,-0.01054,17301.184637711984
1.055,-0.01055,8091.8424743065
1.056,-0.01056,17043.498925619115
1.057,-0.01057,12116.648065110583
1.058,-0.01058,12350.935919320193
1.059,-0.01059,13655.457328880942
1.06,-0.0106,8870.105332739198
1.061,-0.01061,11981.764549900461
1.062,-0.010620000000000001,12717.666462169198
1.063,-0.010629999999999999,10700.97725147195
1.064,-0.01064,8488.979566885195
1.065,-0.01065,9589.245413157727
1.066,-0.010660000000000001,5610.819349180424
1.067,-0.010669999999999999,17329.546665640268
1.068,-0.01068,12835.31718664015
1.069,-0.01069,12923.995146470805
1.07,-0.010700000000000001,13984.23802478764
1.071,-0.010709999999999999,8518.276367035254
1.072,-0.01072,12355.221875592186
1.073,-0.01073,8611.399595166375
1.074,-0.010740000000000001,12299.694102954358
1.075,-0.01075,15612.704905230581
1.076,-0.01076,18411.688005582
1.077,-0.01077,14866.353073426226
1.078,-0.010780000000000001,15600.366280719147
1.079,-0.01079,9202.849787101484
1.08,-0.0108,14426.967006325918
1.081,-0.01081,17149.933797731683
1.082,-0.010820000000000001,13905.420509781836
1.083,-0.01083,12153.770636055739
1.084,-0.01084,12387.364444828354
1.085,-0.01085,10254.716555231294
1.086,-0.010860000000000002,17323.301179123213
1.087,-0.01087,8817.44415809645
1.088,-0.01088,15566.789906501594
1.089,-0.01089,12692.754680681799
1.09,-0.010900000000000002,11577.732151226932
1.091,-0.01091,11751.918705641652
1.092,-0.010920000000000001,12934.019702410184
1.093,-0.01093,10463.42752332118
1.094,-0.010940000000000002,13089.283244361446
1.095,-0.01095,13287.741957862007
1.096,-0.010960000000000001,10269.01214545995
1.097,-0.01097,16471.552435990012
1.098,-0.010980000000000002,7712.172231395967
1.099,-0.01099,13309.871004671164
1.1,-0.011000000000000001,10123.58365885428
1.101,-0.01101,15507.11293161982
1.102,-0.01102,10256.46417364211
1.103,-0.01103,12201.169483414633
1.104,-0.011040000000000001,9865.331641344535
1.105,-0.01105,11028.485081274985
1.106,-0.01106,8791.396776055304
1.107,-0.01107,9770.005747496345
1.108,-0.011080000000000001,12141.576323736783
1.109,-0.011090000000000001,13844.200142156205
1.11,-0.0111,12227.044585853391
1.111,-0.01111,12389.314642503246
1.112,-0.011120000000000001,15049.108768156735
1.113,-0.01113,17247.92269726812
1.114,-0.01114,3808.4122044089695
1.115,-0.01115,12011.176685770733
1.116,-0.011160000000000002,13173.840007906307
1.117,-0.01117,14919.778487087968
1.118,-0.01118,17736.74329535841
1.119,-0.01119,8049.912750585033
1.12,-0.011200000000000002,15928.53427184912
1.121,-0.01121,11553.901607928281
1.122,-0.01122,16737.052484008138
1.123,-0.01123,15051.688819729015
1.124,-0.011240000000000002,12525.891093634993
1.125,-0.01125,8626.410023569995
1.1260000000000001,-0.011260000000000001,15745.012973165243
1.127,-0.01127,9501.31863868394
1.1280000000000001,-0.011280000000000002,13898.92841523282
1.129,-0.01129,11838.814171918151
1.1300000000000001,-0.011300000000000001,9713.6910242818
1.131,-0.01131,13979.253961138797
1.1320000000000001,-0.011320000000000002,12554.5017058892
1.133,-0.01133,15032.277720959855
1.1340000000000001,-0.011340000000000001,15178.537755278036
1.135,-0.01135,14538.398730974335
1.1360000000000001,-0.011360000000000002,11684.3686921783
1.137,-0.01137,11527.116210893895
1.1380000000000001,-0.011380000000000001,19779.393594419587
1.139,-0.01139,14170.151105589064
1.1400000000000001,-0.011400000000000002,11458.547632080163
1.141,-0.01141,9760.482699886952
1.1420000000000001,-0.011420000000000001,13989.800402139383
1.143,-0.011430000000000001,11872.114797073269
1.1440000000000001,-0.011440000000000002,21301.10175024499
1.145,-0.01145,12171.323181748423
1.1460000000000001,-0.011460000000000001,14578.520621143089
1.147,-0.011470000000000001,11321.06954614865
1.1480000000000001,-0.011480000000000002,9887.991904115634
1.149,-0.01149,11617.680306345292
1.1500000000000001,-0.011500000000000002,13390.834077394415
1.151,-0.011510000000000001,11894.218829738185
1.1520000000000001,-0.01152,13385.054245813248
1.153,-0.01153,15101.581544150256
1.154,-0.01154,15644.195503783476
1.155,-0.011550000000000001,10127.399429890029
1.156,-0.011559999999999999,10957.178219057434
1.157,-0.01157,12802.24714448225
1.158,-0.01158,14955.590021682368
1.159,-0.011590000000000001,15856.23037693519
1.16,-0.0116,13629.386525215989
1.161,-0.01161,12991.545620435596
1.162,-0.01162,12700.769274507493
1.163,-0.01163,11683.893523282613
1.164,-0.01164,12621.533086722566
1.165,-0.01165,4788.707880906161
1.166,-0.01166,10796.877014316959
1.167,-0.01167,13719.528885413272
1.168,-0.01168,15270.25279083617
1.169,-0.01169,10556.402915382578
1.17,-0.0117,11503.400787958097
1.171,-0.01171,13364.10122553816
1.172,-0.01172,7226.954837793103
1.173,-0.01173,13353.801138852317
1.174,-0.01174,12657.718273010822
1.175,-0.01175,8788.518996326056
1.176,-0.01176,17424.736117460187
1.177,-0.011770000000000001,11017.738132228777
1.178,-0.011779999999999999,12074.702451729134
1.179,-0.01179,7320.16645139672
1.18,-0.0118,11170.178467542406
1.181,-0.011810000000000001,12797.895204247041
1.182,-0.011819999999999999,11920.202250777302
1.183,-0.01183,14474.1149813399
1.184,-0.01184,14575.742278866272
1.185,-0.011850000000000001,15446.705541516658
1.186,-0.011859999999999999,6029.312831883848
1.187,-0.01187,9044.313201126946
1.188,-0.01188,12413.254452489096
1.189,-0.011890000000000001,9925.836023631948
1.19,-0.011899999999999999,13804.044019292309
1.191,-0.01191,12743.292374383518
1.192,-0.01192,12615.771324700621
1.193,-0.011930000000000001,15400.422269752205
1.194,-0.01194,11339.599855991739
1.195,-0.01195,10754.157598621174
1.196,-0.01196,11288.160658900431
1.197,-0.011970000000000001,15463.959293399239
1.198,-0.01198,13507.16961646725
1.199,-0.01199,6535.003716888397
1.2,-0.012,11743.805915842919
1.201,-0.012010000000000002,13032.20349429468
1.202,-0.01202,13820.485370942115
1.203,-0.01203,8701.575019465803
1.204,-0.01204,17545.75091917215
1.205,-0.012050000000000002,13841.488772723125
1.206,-0.01206,11478.40709925623
1.207,-0.01207,9990.964459258897
1.208,-0.01208,11109.27902190758
1.209,-0.012090000000000002,15712.530710770738
1.21,-0.0121,16995.461109274132
1.211,-0.012110000000000001,15495.02389789728
1.212,-0.01212,5855.694247432508
1.213,-0.012130000000000002,17742.641450105955
1.214,-0.01214,16363.287726693152
1.215,-0.012150000000000001,12495.828469857666
1.216,-0.01216,14748.361298449905
1.217,-0.01217,15391.806602141309
1.218,-0.01218,12415.781896282737
1.219,-0.012190000000000001,9835.60316503761
1.22,-0.0122,8179.055423329846
1.221,-0.01221,13288.48904345843
1.222,-0.01222,11372.63342103522
1.223,-0.012230000000000001,13821.941029973817
1.224,-0.012240000000000001,11237.209069996325
1.225,-0.01225,12291.86851533411
1.226,-0.01226,11834.98215012782
1.227,-0.012270000000000001,12435.637660540564
1.228,-0.01228,14442.449324246154
1.229,-0.01229,18884.32059183467
1.23,-0.0123,14590.670856197165
1.231,-0.012310000000000001,6771.315325906973
1.232,-0.01232,12510.687449223653
1.233,-0.01233,14380.168094570145
1.234,-0.01234,15826.62659473944
1.235,-0.012350000000000002,7421.261591072696
1.236,-0.01236,15531.139296461053
1.237,-0.01237,7108.769643110829
1.238,-0.01238,13916.31640090567
1.239,-0.012390000000000002,13554.695091272164
1.24,-0.0124,9465.021865035322
1.241,-0.012410000000000001,15878.286119150176
1.242,-0.01242,11153.012928311362
1.243,-0.012430000000000002,11723.69971740422
1.244,-0.01244,11943.012585920773
1.245,-0.012450000000000001,12911.639372315598
1.246,-0.01246,17903.165533133226
1.247,-0.012470000000000002,14602.002741706505
1.248,-0.01248,15170.235308265634
1.249,-0.012490000000000001,14231.601064422372
1.25,-0.0125,17284.21942478005
1.2510000000000001,-0.012510000000000002,13425.638208731687
1.252,-0.01252,11043.792386035037
1.2530000000000001,-0.012530000000000001,9222.70413018778
1.254,-0.01254,15944.222317700758
1.2550000000000001,-0.012550000000000002,11260.66307191521
1.256,-0.01256,17292.204469784487
1.2570000000000001,-0.012570000000000001,15594.394593269168
1.258,-0.012580000000000001,16906.489358886884
1.2590000000000001,-0.012590000000000002,13077.175892684223
1.26,-0.0126,10129.089861217122
1.2610000000000001,-0.012610000000000001,16167.475929942366
1.262,-0.012620000000000001,14674.243087155222
1.2630000000000001,-0.012630000000000002,12516.742162470906
1.264,-0.01264,14545.266989356362
1.2650000000000001,-0.012650000000000002,15141.524171226936
1.266,-0.012660000000000001,14291.259744869087
1.2670000000000001,-0.01267,13403.48110326838
1.268,-0.01268,11343.949259812889
1.2690000000000001,-0.012690000000000002,13665.974865280363
1.27,-0.012700000000000001,15858.86775196533
1.2710000000000001,-0.01271,12074.659207464347
1.272,-0.01272,12484.122778883002
1.2730000000000001,-0.012730000000000002,16659.092682316186
1.274,-0.012740000000000001,14224.020622773342
1.2750000000000001,-0.012750000000000001,13976.833406694503
1.276,-0.01276,10822.498324846467
1.2770000000000001,-0.012770000000000002,11437.609247288916
1.278,-0.01278,18511.453573892217
1.2790000000000001,-0.012790000000000001,8616.290384940774
1.28,-0.0128,14861.258598736498
1.281,-0.01281,12109.073927553532
1.282,-0.01282,12485.653849686696
1.283,-0.01283,8729.411324060764
1.284,-0.01284,8093.393150375224
1.285,-0.01285,13581.966439609627
1.286,-0.01286,9086.711570130672
1.287,-0.01287,16807.682190233416
1.288,-0.01288,15941.388742243806
1.289,-0.012889999999999999,16519.076508142534
1.29,-0.0129,15283.790023129919
1.291,-0.01291,13410.902030101379
1.292,-0.012920000000000001,14074.474698411947
1.293,-0.012929999999999999,11582.60498843757
1.294,-0.01294,13189.206323740946
1.295,-0.01295,14253.101662413761
1.296,-0.012960000000000001,13126.723909459837
1.297,-0.012969999999999999,12308.40234216729
1.298,-0.01298,10875.832328738452
1.299,-0.01299,9861.789306407945
1.3,-0.013000000000000001,10407.121711570418
1.301,-0.013009999999999999,17600.425392255143
1.302,-0.01302,13603.019052446369
1.303,-0.01303,14179.401269661825
1.304,-0.013040000000000001,13020.077419576372
1.305,-0.013049999999999999,19969.690285535562
1.306,-0.01306,10146.709648578873
1.307,-0.01307,15602.904459158066
1.308,-0.013080000000000001,14350.562060258844
1.309,-0.01309,11202.721332129197
1.31,-0.0131,14769.63466640586
1.311,-0.01311,17559.79368301877
1.312,-0.013120000000000001,15937.01998769221
1.313,-0.01313,16749.381064446807
1.314,-0.01314,17579.121408401206
1.315,-0.01315,17356.979269869593
1.316,-0.013160000000000002,14690.500545393392
1.317,-0.01317,15010.447051276697
1.318,-0.01318,13522.09255428279
1.319,-0.01319,12191.344599719567
1.32,-0.013200000000000002,16196.36625679538
1.321,-0.01321,15162.473348444422
1.322,-0.01322,16299.460858405588
1.323,-0.01323,15411.771666182012
1.324,-0.013240000000000002,15479.313555529849
1.325,-0.01325,7706.063024418841
1.326,-0.013260000000000001,17237.283476958968
1.327,-0.01327,6160.466740842538
1.328,-0.01328,14867.454110248722
1.329,-0.01329,10899.345771212378
1.33,-0.013300000000000001,14680.963134985546
1.331,-0.01331,12963.675006438458
1.332,-0.01332,15079.819978919018
1.333,-0.01333,15679.907315487128
1.334,-0.013340000000000001,8743.967476068203
1.335,-0.01335,7224.631402549312
1.336,-0.01336,13917.64693731773
1.337,-0.01337,11940.146975537044
1.338,-0.013380000000000001,13666.711802524725
1.339,-0.013389999999999999,12390.426250849796
1.34,-0.0134,6655.610624445222
1.341,-0.01341,15327.30233286102
1.342,-0.013420000000000001,13550.264042307188
1.343,-0.01343,13729.390106884157
1.344,-0.01344,9513.433423677046
1.345,-0.01345,13918.648221905723
1.346,-0.013460000000000001,5872.871999485132
1.347,-0.01347,16511.171843860368
1.348,-0.01348,11710.308573268656
1.349,-0.01349,13815.468101432134
1.35,-0.013500000000000002,19647.10530364532
1.351,-0.01351,13988.535356564193
1.352,-0.01352,16675.16984505687
1.353,-0.01353,10497.875007349467
1.354,-0.013540000000000002,19860.724832246793
1.355,-0.01355,12912.481996211949
1.356,-0.013560000000000001,17739.389389235897
1.357,-0.01357,12124.64526388467
1.358,-0.013580000000000002,15313.297717037518
1.359,-0.01359,16157.252070002201
1.36,-0.013600000000000001,16797.990869364767
1.361,-0.01361,14382.698401487605
1.362,-0.013620000000000002,13662.898784971387
1.363,-0.01363,9040.837745239869
1.364,-0.013640000000000001,15820.601998232649
1.365,-0.01365,15435.765655591731
1.366,-0.013660000000000002,10340.96001790953
1.367,-0.01367,18326.694890422965
1.368,-0.013680000000000001,11922.821156316626
1.369,-0.01369,19351.69342027637
1.37,-0.013700000000000002,14275.810005162994
1.371,-0.01371,13226.057987742677
1.372,-0.013720000000000001,11911.243356351022
1.373,-0.013730000000000001,9105.757201308934
1.374,-0.013740000000000002,10437.57313948145
1.375,-0.01375,12407.209114211082
1.3760000000000001,-0.013760000000000001,17037.31420069331
1.377,-0.013770000000000001,13424.71809950099
1.3780000000000001,-0.01378,16139.581422603796
1.379,-0.01379,13439.835604198533
1.3800000000000001,-0.013800000000000002,12558.9226661507
1.381,-0.013810000000000001,15362.66633535303
1.3820000000000001,-0.01382,20648.40968347213
1.383,-0.01383,7107.128678935128
1.3840000000000001,-0.013840000000000002,16711.513826451006
1.385,-0.013850000000000001,13565.01593836436
1.3860000000000001,-0.01386,14231.431972875918
1.387,-0.01387,17807.265537297575
